nfhs4_statecode,nfhs4_state,SL_NO,ITEM_CATEGORY,region,measure,mpce
DN,Dadra & Nagar Haveli,2,gram,Rural,MRP,5.46
DD,Daman & Diu,2,gram,Rural,MRP,7.18
LK,Lakshadweep,2,gram,Rural,MRP,8.32
PY,Puducherry,2,gram,Rural,MRP,8.63
IN,India,2,gram,Rural,MRP,2.15
CH,Chandigarh,3,cereal substitutes,Rural,MRP,0
DN,Dadra & Nagar Haveli,3,cereal substitutes,Rural,MRP,0
DD,Daman & Diu,3,cereal substitutes,Rural,MRP,0.1
LK,Lakshadweep,3,cereal substitutes,Rural,MRP,4.36
PY,Puducherry,3,cereal substitutes,Rural,MRP,0
IN,India,3,cereal substitutes,Rural,MRP,0.88
CH,Chandigarh,4,pulses and pulse products,Rural,MRP,94.4
DN,Dadra & Nagar Haveli,4,pulses and pulse products,Rural,MRP,67.3
DD,Daman & Diu,4,pulses and pulse products,Rural,MRP,78.54
LK,Lakshadweep,4,pulses and pulse products,Rural,MRP,54.28
PY,Puducherry,4,pulses and pulse products,Rural,MRP,70.95
IN,India,4,pulses and pulse products,Rural,MRP,39.73
CH,Chandigarh,5,milk and milk products,Rural,MRP,312.13
DN,Dadra & Nagar Haveli,5,milk and milk products,Rural,MRP,21.75
DD,Daman & Diu,5,milk and milk products,Rural,MRP,126.28
LK,Lakshadweep,5,milk and milk products,Rural,MRP,63.8
PY,Puducherry,5,milk and milk products,Rural,MRP,135.41
IN,India,5,milk and milk products,Rural,MRP,116.13
CH,Chandigarh,6,sugar,Rural,MRP,32.99
DN,Dadra & Nagar Haveli,6,sugar,Rural,MRP,6.57
DD,Daman & Diu,6,sugar,Rural,MRP,19.91
LK,Lakshadweep,6,sugar,Rural,MRP,42.87
PY,Puducherry,6,sugar,Rural,MRP,18.93
IN,India,6,sugar,Rural,MRP,23.64
CH,Chandigarh,7,salt,Rural,MRP,4.31
DN,Dadra & Nagar Haveli,7,salt,Rural,MRP,1.61
DD,Daman & Diu,7,salt,Rural,MRP,2.34
LK,Lakshadweep,7,salt,Rural,MRP,2.48
PY,Puducherry,7,salt,Rural,MRP,3.81
IN,India,7,salt,Rural,MRP,2.46
CH,Chandigarh,8,edible oil,Rural,MRP,65
DN,Dadra & Nagar Haveli,8,edible oil,Rural,MRP,53.82
DD,Daman & Diu,8,edible oil,Rural,MRP,109.54
LK,Lakshadweep,8,edible oil,Rural,MRP,66.68
PY,Puducherry,8,edible oil,Rural,MRP,63.04
IN,India,8,edible oil,Rural,MRP,48.22
CH,Chandigarh,9,"egg, fish & meat",Rural,MRP,22.93
DN,Dadra & Nagar Haveli,9,"egg, fish & meat",Rural,MRP,38.35
DD,Daman & Diu,9,"egg, fish & meat",Rural,MRP,109.25
LK,Lakshadweep,9,"egg, fish & meat",Rural,MRP,394.05
PY,Puducherry,9,"egg, fish & meat",Rural,MRP,127.57
IN,India,9,"egg, fish & meat",Rural,MRP,45.62
CH,Chandigarh,10,vegetables,Rural,MRP,73.32
DN,Dadra & Nagar Haveli,10,vegetables,Rural,MRP,66.69
DD,Daman & Diu,10,vegetables,Rural,MRP,136.88
LK,Lakshadweep,10,vegetables,Rural,MRP,73.41
PY,Puducherry,10,vegetables,Rural,MRP,91.59
IN,India,10,vegetables,Rural,MRP,61.88
CH,Chandigarh,11,fruits (fresh),Rural,MRP,28.98
DN,Dadra & Nagar Haveli,11,fruits (fresh),Rural,MRP,13.07
DD,Daman & Diu,11,fruits (fresh),Rural,MRP,30.01
LK,Lakshadweep,11,fruits (fresh),Rural,MRP,120.45
PY,Puducherry,11,fruits (fresh),Rural,MRP,42.36
IN,India,11,fruits (fresh),Rural,MRP,19.18
CH,Chandigarh,12,fruits (dry),Rural,MRP,6.02
DN,Dadra & Nagar Haveli,12,fruits (dry),Rural,MRP,0.53
DD,Daman & Diu,12,fruits (dry),Rural,MRP,4.44
LK,Lakshadweep,12,fruits (dry),Rural,MRP,8.43
PY,Puducherry,12,fruits (dry),Rural,MRP,3.44
IN,India,12,fruits (dry),Rural,MRP,5.59
CH,Chandigarh,13,spices,Rural,MRP,30.22
DN,Dadra & Nagar Haveli,13,spices,Rural,MRP,30.32
DD,Daman & Diu,13,spices,Rural,MRP,55.93
LK,Lakshadweep,13,spices,Rural,MRP,61.77
PY,Puducherry,13,spices,Rural,MRP,73.17
IN,India,13,spices,Rural,MRP,28.78
CH,Chandigarh,14,"beverages, refreshments, etc.",Rural,MRP,118.53
DN,Dadra & Nagar Haveli,14,"beverages, refreshments, etc.",Rural,MRP,66.13
DD,Daman & Diu,14,"beverages, refreshments, etc.",Rural,MRP,124.01
LK,Lakshadweep,14,"beverages, refreshments, etc.",Rural,MRP,282.35
PY,Puducherry,14,"beverages, refreshments, etc.",Rural,MRP,192.53
IN,India,14,"beverages, refreshments, etc.",Rural,MRP,74.59
CH,Chandigarh,15,food: total (1-14),Rural,MRP,966.43
DN,Dadra & Nagar Haveli,15,food: total (1-14),Rural,MRP,486.77
DD,Daman & Diu,15,food: total (1-14),Rural,MRP,986.41
LK,Lakshadweep,15,food: total (1-14),Rural,MRP,1329.21
PY,Puducherry,15,food: total (1-14),Rural,MRP,990.93
IN,India,15,food: total (1-14),Rural,MRP,621.96
CH,Chandigarh,16,"pan, tobacco & intoxicants",Rural,MRP,28.73
DN,Dadra & Nagar Haveli,16,"pan, tobacco & intoxicants",Rural,MRP,39.24
DD,Daman & Diu,16,"pan, tobacco & intoxicants",Rural,MRP,118.61
LK,Lakshadweep,16,"pan, tobacco & intoxicants",Rural,MRP,52.56
PY,Puducherry,16,"pan, tobacco & intoxicants",Rural,MRP,38.7
IN,India,16,"pan, tobacco & intoxicants",Rural,MRP,30.1
CH,Chandigarh,17,fuel and light,Rural,MRP,240.12
DN,Dadra & Nagar Haveli,17,fuel and light,Rural,MRP,118.01
DD,Daman & Diu,17,fuel and light,Rural,MRP,185.41
LK,Lakshadweep,17,fuel and light,Rural,MRP,143.69
PY,Puducherry,17,fuel and light,Rural,MRP,118.89
IN,India,17,fuel and light,Rural,MRP,118.26
CH,Chandigarh,18,clothing & bedding,Rural,MRP,126.01
DN,Dadra & Nagar Haveli,18,clothing & bedding,Rural,MRP,74.16
DD,Daman & Diu,18,clothing & bedding,Rural,MRP,142.44
LK,Lakshadweep,18,clothing & bedding,Rural,MRP,163
PY,Puducherry,18,clothing & bedding,Rural,MRP,120.64
IN,India,18,clothing & bedding,Rural,MRP,86.78
CH,Chandigarh,19,footwear,Rural,MRP,35.83
DN,Dadra & Nagar Haveli,19,footwear,Rural,MRP,14.33
DD,Daman & Diu,19,footwear,Rural,MRP,31.6
LK,Lakshadweep,19,footwear,Rural,MRP,28.82
PY,Puducherry,19,footwear,Rural,MRP,19.1
IN,India,19,footwear,Rural,MRP,14.7
CH,Chandigarh,20,education,Rural,MRP,159.73
DN,Dadra & Nagar Haveli,20,education,Rural,MRP,32.24
DD,Daman & Diu,20,education,Rural,MRP,92.95
LK,Lakshadweep,20,education,Rural,MRP,11.29
PY,Puducherry,20,education,Rural,MRP,188.13
IN,India,20,education,Rural,MRP,50.69
CH,Chandigarh,21,medical (institutional),Rural,MRP,8.8
DN,Dadra & Nagar Haveli,21,medical (institutional),Rural,MRP,18.58
DD,Daman & Diu,21,medical (institutional),Rural,MRP,16.59
LK,Lakshadweep,21,medical (institutional),Rural,MRP,38.45
PY,Puducherry,21,medical (institutional),Rural,MRP,41.31
IN,India,21,medical (institutional),Rural,MRP,30.31
CH,Chandigarh,22,medical (non-institutional),Rural,MRP,77.56
DN,Dadra & Nagar Haveli,22,medical (non-institutional),Rural,MRP,36.25
DD,Daman & Diu,22,medical (non-institutional),Rural,MRP,56.18
LK,Lakshadweep,22,medical (non-institutional),Rural,MRP,26.37
PY,Puducherry,22,medical (non-institutional),Rural,MRP,121.88
IN,India,22,medical (non-institutional),Rural,MRP,64.52
CH,Chandigarh,23,entertainment,Rural,MRP,36.1
DN,Dadra & Nagar Haveli,23,entertainment,Rural,MRP,15.28
DD,Daman & Diu,23,entertainment,Rural,MRP,46.8
LK,Lakshadweep,23,entertainment,Rural,MRP,20.88
PY,Puducherry,23,entertainment,Rural,MRP,36.86
IN,India,23,entertainment,Rural,MRP,14.24
CH,Chandigarh,24,minor durable-type goods,Rural,MRP,2.63
DN,Dadra & Nagar Haveli,24,minor durable-type goods,Rural,MRP,1.22
DD,Daman & Diu,24,minor durable-type goods,Rural,MRP,4.81
LK,Lakshadweep,24,minor durable-type goods,Rural,MRP,0.98
PY,Puducherry,24,minor durable-type goods,Rural,MRP,3.16
IN,India,24,minor durable-type goods,Rural,MRP,4.33
CH,Chandigarh,25,toilet articles,Rural,MRP,83.99
DN,Dadra & Nagar Haveli,25,toilet articles,Rural,MRP,27.55
DD,Daman & Diu,25,toilet articles,Rural,MRP,59.5
LK,Lakshadweep,25,toilet articles,Rural,MRP,43.53
PY,Puducherry,25,toilet articles,Rural,MRP,62.5
IN,India,25,toilet articles,Rural,MRP,30.67
CH,Chandigarh,26,other household consumables,Rural,MRP,47.01
DN,Dadra & Nagar Haveli,26,other household consumables,Rural,MRP,19.39
DD,Daman & Diu,26,other household consumables,Rural,MRP,45.56
LK,Lakshadweep,26,other household consumables,Rural,MRP,40.08
PY,Puducherry,26,other household consumables,Rural,MRP,75
IN,India,26,other household consumables,Rural,MRP,28.18
CH,Chandigarh,27,consum. services excl. conveyance,Rural,MRP,113.21
DN,Dadra & Nagar Haveli,27,consum. services excl. conveyance,Rural,MRP,47.09
DD,Daman & Diu,27,consum. services excl. conveyance,Rural,MRP,136.08
LK,Lakshadweep,27,consum. services excl. conveyance,Rural,MRP,93.19
PY,Puducherry,27,consum. services excl. conveyance,Rural,MRP,85.97
IN,India,27,consum. services excl. conveyance,Rural,MRP,57.57
CH,Chandigarh,28,conveyance,Rural,MRP,208.44
DN,Dadra & Nagar Haveli,28,conveyance,Rural,MRP,80.88
DD,Daman & Diu,28,conveyance,Rural,MRP,127
LK,Lakshadweep,28,conveyance,Rural,MRP,131.52
PY,Puducherry,28,conveyance,Rural,MRP,174.01
IN,India,28,conveyance,Rural,MRP,60.92
CH,Chandigarh,29,rent,Rural,MRP,303.33
DN,Dadra & Nagar Haveli,29,rent,Rural,MRP,23.25
DD,Daman & Diu,29,rent,Rural,MRP,109.22
LK,Lakshadweep,29,rent,Rural,MRP,71.06
PY,Puducherry,29,rent,Rural,MRP,118.51
IN,India,29,rent,Rural,MRP,6.31
CH,Chandigarh,30,taxes & cesses,Rural,MRP,24.23
DN,Dadra & Nagar Haveli,30,taxes & cesses,Rural,MRP,1.44
DD,Daman & Diu,30,taxes & cesses,Rural,MRP,5.63
LK,Lakshadweep,30,taxes & cesses,Rural,MRP,0.11
PY,Puducherry,30,taxes & cesses,Rural,MRP,7.97
IN,India,30,taxes & cesses,Rural,MRP,3.59
CH,Chandigarh,31,durable goods,Rural,MRP,81.47
DN,Dadra & Nagar Haveli,31,durable goods,Rural,MRP,58.52
DD,Daman & Diu,31,durable goods,Rural,MRP,74.7
LK,Lakshadweep,31,durable goods,Rural,MRP,338.3
PY,Puducherry,31,durable goods,Rural,MRP,106.33
IN,India,31,durable goods,Rural,MRP,64.03
CH,Chandigarh,32,non-food: total (16-31),Rural,MRP,1577.17
DN,Dadra & Nagar Haveli,32,non-food: total (16-31),Rural,MRP,607.43
DD,Daman & Diu,32,non-food: total (16-31),Rural,MRP,1253.09
LK,Lakshadweep,32,non-food: total (16-31),Rural,MRP,1203.83
PY,Puducherry,32,non-food: total (16-31),Rural,MRP,1318.99
IN,India,32,non-food: total (16-31),Rural,MRP,665.21
CH,Chandigarh,33,total expenditure (15+32),Rural,MRP,2543.57
DN,Dadra & Nagar Haveli,33,total expenditure (15+32),Rural,MRP,1094.2
DD,Daman & Diu,33,total expenditure (15+32),Rural,MRP,2239.45
LK,Lakshadweep,33,total expenditure (15+32),Rural,MRP,2533.07
PY,Puducherry,33,total expenditure (15+32),Rural,MRP,2309.92
IN,India,33,total expenditure (15+32),Rural,MRP,1287.17
CH,Chandigarh,34,cooked meals recd. free in workpl.*,Rural,MRP,3.54
DN,Dadra & Nagar Haveli,34,cooked meals recd. free in workpl.*,Rural,MRP,0.4
DD,Daman & Diu,34,cooked meals recd. free in workpl.*,Rural,MRP,0.02
LK,Lakshadweep,34,cooked meals recd. free in workpl.*,Rural,MRP,0.47
PY,Puducherry,34,cooked meals recd. free in workpl.*,Rural,MRP,8.01
IN,India,34,cooked meals recd. free in workpl.*,Rural,MRP,1.61
CH,Chandigarh,35,cooked meals recd. as assistance *,Rural,MRP,0
DN,Dadra & Nagar Haveli,35,cooked meals recd. as assistance *,Rural,MRP,11.55
DD,Daman & Diu,35,cooked meals recd. as assistance *,Rural,MRP,6.44
LK,Lakshadweep,35,cooked meals recd. as assistance *,Rural,MRP,60.87
PY,Puducherry,35,cooked meals recd. as assistance *,Rural,MRP,17.81
IN,India,35,cooked meals recd. as assistance *,Rural,MRP,16.49
CH,Chandigarh,36,clothing & footwear (2nd hand) **,Rural,MRP,0.11
DN,Dadra & Nagar Haveli,36,clothing & footwear (2nd hand) **,Rural,MRP,0.16
DD,Daman & Diu,36,clothing & footwear (2nd hand) **,Rural,MRP,0.08
LK,Lakshadweep,36,clothing & footwear (2nd hand) **,Rural,MRP,0
PY,Puducherry,36,clothing & footwear (2nd hand) **,Rural,MRP,0
IN,India,36,clothing & footwear (2nd hand) **,Rural,MRP,0.43
CH,Chandigarh,37,"books, journals, etc. (2nd hand) @",Rural,MRP,0
DN,Dadra & Nagar Haveli,37,"books, journals, etc. (2nd hand) @",Rural,MRP,0
DD,Daman & Diu,37,"books, journals, etc. (2nd hand) @",Rural,MRP,0
LK,Lakshadweep,37,"books, journals, etc. (2nd hand) @",Rural,MRP,0
PY,Puducherry,37,"books, journals, etc. (2nd hand) @",Rural,MRP,0
IN,India,37,"books, journals, etc. (2nd hand) @",Rural,MRP,0.26
CH,Chandigarh,38,durables (2nd hand) $,Rural,MRP,0
DN,Dadra & Nagar Haveli,38,durables (2nd hand) $,Rural,MRP,0
DD,Daman & Diu,38,durables (2nd hand) $,Rural,MRP,0
LK,Lakshadweep,38,durables (2nd hand) $,Rural,MRP,0
PY,Puducherry,38,durables (2nd hand) $,Rural,MRP,0.32
IN,India,38,durables (2nd hand) $,Rural,MRP,1.89
AP,Andhra Pradesh,1,cereal,Urban,MRP,216.03
AR,Arunachal Pradesh,1,cereal,Urban,MRP,219.28
AS,Assam,1,cereal,Urban,MRP,224.23
BR,Bihar,1,cereal,Urban,MRP,191.63
CT,Chhattisgarh,1,cereal,Urban,MRP,169.05
DL,NCT of Delhi,1,cereal,Urban,MRP,160.74
AP,Andhra Pradesh,2,gram,Urban,MRP,1.12
AR,Arunachal Pradesh,2,gram,Urban,MRP,1.06
AS,Assam,2,gram,Urban,MRP,1.55
BR,Bihar,2,gram,Urban,MRP,3.38
CT,Chhattisgarh,2,gram,Urban,MRP,1.56
DL,NCT of Delhi,2,gram,Urban,MRP,3.87
AP,Andhra Pradesh,3,cereal substitutes,Urban,MRP,0.03
AR,Arunachal Pradesh,3,cereal substitutes,Urban,MRP,1.45
AS,Assam,3,cereal substitutes,Urban,MRP,0
BR,Bihar,3,cereal substitutes,Urban,MRP,0.02
CT,Chhattisgarh,3,cereal substitutes,Urban,MRP,0.14
DL,NCT of Delhi,3,cereal substitutes,Urban,MRP,0.06
AP,Andhra Pradesh,4,pulses and pulse products,Urban,MRP,62.15
AR,Arunachal Pradesh,4,pulses and pulse products,Urban,MRP,39.77
AS,Assam,4,pulses and pulse products,Urban,MRP,47.06
BR,Bihar,4,pulses and pulse products,Urban,MRP,38.04
CT,Chhattisgarh,4,pulses and pulse products,Urban,MRP,46.52
DL,NCT of Delhi,4,pulses and pulse products,Urban,MRP,55.23
AP,Andhra Pradesh,5,milk and milk products,Urban,MRP,152.32
AR,Arunachal Pradesh,5,milk and milk products,Urban,MRP,79.02
AS,Assam,5,milk and milk products,Urban,MRP,81.28
BR,Bihar,5,milk and milk products,Urban,MRP,118.64
CT,Chhattisgarh,5,milk and milk products,Urban,MRP,73.27
DL,NCT of Delhi,5,milk and milk products,Urban,MRP,311.88
AP,Andhra Pradesh,6,sugar,Urban,MRP,20.94
AR,Arunachal Pradesh,6,sugar,Urban,MRP,19.34
AS,Assam,6,sugar,Urban,MRP,17.55
BR,Bihar,6,sugar,Urban,MRP,18.29
CT,Chhattisgarh,6,sugar,Urban,MRP,24.97
DL,NCT of Delhi,6,sugar,Urban,MRP,33.33
AP,Andhra Pradesh,7,salt,Urban,MRP,3.14
AR,Arunachal Pradesh,7,salt,Urban,MRP,3.34
AS,Assam,7,salt,Urban,MRP,3.17
BR,Bihar,7,salt,Urban,MRP,2.74
CT,Chhattisgarh,7,salt,Urban,MRP,3
DL,NCT of Delhi,7,salt,Urban,MRP,2.69
AP,Andhra Pradesh,8,edible oil,Urban,MRP,62.16
AR,Arunachal Pradesh,8,edible oil,Urban,MRP,43.96
AS,Assam,8,edible oil,Urban,MRP,62.39
BR,Bihar,8,edible oil,Urban,MRP,50.41
CT,Chhattisgarh,8,edible oil,Urban,MRP,53.07
DL,NCT of Delhi,8,edible oil,Urban,MRP,70.09
AP,Andhra Pradesh,9,"egg, fish & meat",Urban,MRP,85.16
AR,Arunachal Pradesh,9,"egg, fish & meat",Urban,MRP,134.33
AS,Assam,9,"egg, fish & meat",Urban,MRP,153.34
BR,Bihar,9,"egg, fish & meat",Urban,MRP,37.14
CT,Chhattisgarh,9,"egg, fish & meat",Urban,MRP,36.56
DL,NCT of Delhi,9,"egg, fish & meat",Urban,MRP,33.77
AP,Andhra Pradesh,10,vegetables,Urban,MRP,74.41
AR,Arunachal Pradesh,10,vegetables,Urban,MRP,104.22
AS,Assam,10,vegetables,Urban,MRP,84.23
BR,Bihar,10,vegetables,Urban,MRP,67.94
CT,Chhattisgarh,10,vegetables,Urban,MRP,92.47
DL,NCT of Delhi,10,vegetables,Urban,MRP,94.86
AP,Andhra Pradesh,11,fruits (fresh),Urban,MRP,41.73
AR,Arunachal Pradesh,11,fruits (fresh),Urban,MRP,29.13
AS,Assam,11,fruits (fresh),Urban,MRP,35.23
BR,Bihar,11,fruits (fresh),Urban,MRP,19.66
CT,Chhattisgarh,11,fruits (fresh),Urban,MRP,24.46
DL,NCT of Delhi,11,fruits (fresh),Urban,MRP,40.27
AP,Andhra Pradesh,12,fruits (dry),Urban,MRP,14.29
AR,Arunachal Pradesh,12,fruits (dry),Urban,MRP,4.62
AS,Assam,12,fruits (dry),Urban,MRP,5.27
BR,Bihar,12,fruits (dry),Urban,MRP,4.73
CT,Chhattisgarh,12,fruits (dry),Urban,MRP,7.19
DL,NCT of Delhi,12,fruits (dry),Urban,MRP,14.84
AP,Andhra Pradesh,13,spices,Urban,MRP,42.94
AR,Arunachal Pradesh,13,spices,Urban,MRP,26
AS,Assam,13,spices,Urban,MRP,28.78
BR,Bihar,13,spices,Urban,MRP,23.72
CT,Chhattisgarh,13,spices,Urban,MRP,28.75
DL,NCT of Delhi,13,spices,Urban,MRP,40.6
AP,Andhra Pradesh,14,"beverages, refreshments, etc.",Urban,MRP,162.62
AR,Arunachal Pradesh,14,"beverages, refreshments, etc.",Urban,MRP,97.49
AS,Assam,14,"beverages, refreshments, etc.",Urban,MRP,136.58
BR,Bihar,14,"beverages, refreshments, etc.",Urban,MRP,58.33
CT,Chhattisgarh,14,"beverages, refreshments, etc.",Urban,MRP,104.55
DL,NCT of Delhi,14,"beverages, refreshments, etc.",Urban,MRP,264.17
AP,Andhra Pradesh,15,food: total (1-14),Urban,MRP,939.05
AR,Arunachal Pradesh,15,food: total (1-14),Urban,MRP,803
AS,Assam,15,food: total (1-14),Urban,MRP,880.67
BR,Bihar,15,food: total (1-14),Urban,MRP,634.66
CT,Chhattisgarh,15,food: total (1-14),Urban,MRP,665.55
DL,NCT of Delhi,15,food: total (1-14),Urban,MRP,1126.41
AP,Andhra Pradesh,16,"pan, tobacco & intoxicants",Urban,MRP,50.12
AR,Arunachal Pradesh,16,"pan, tobacco & intoxicants",Urban,MRP,70.97
AS,Assam,16,"pan, tobacco & intoxicants",Urban,MRP,42.22
BR,Bihar,16,"pan, tobacco & intoxicants",Urban,MRP,18.65
CT,Chhattisgarh,16,"pan, tobacco & intoxicants",Urban,MRP,44.06
DL,NCT of Delhi,16,"pan, tobacco & intoxicants",Urban,MRP,32.71
AP,Andhra Pradesh,17,fuel and light,Urban,MRP,145.64
AR,Arunachal Pradesh,17,fuel and light,Urban,MRP,171.58
AS,Assam,17,fuel and light,Urban,MRP,156.74
BR,Bihar,17,fuel and light,Urban,MRP,132.45
CT,Chhattisgarh,17,fuel and light,Urban,MRP,144.89
DL,NCT of Delhi,17,fuel and light,Urban,MRP,255.96
AP,Andhra Pradesh,18,clothing & bedding,Urban,MRP,158.78
AR,Arunachal Pradesh,18,clothing & bedding,Urban,MRP,213.54
AS,Assam,18,clothing & bedding,Urban,MRP,117.33
BR,Bihar,18,clothing & bedding,Urban,MRP,100.44
CT,Chhattisgarh,18,clothing & bedding,Urban,MRP,138.67
DL,NCT of Delhi,18,clothing & bedding,Urban,MRP,192.19
AP,Andhra Pradesh,19,footwear,Urban,MRP,26.75
AR,Arunachal Pradesh,19,footwear,Urban,MRP,43.48
AS,Assam,19,footwear,Urban,MRP,22.05
BR,Bihar,19,footwear,Urban,MRP,16.37
CT,Chhattisgarh,19,footwear,Urban,MRP,22.66
DL,NCT of Delhi,19,footwear,Urban,MRP,38.79
AP,Andhra Pradesh,20,education,Urban,MRP,200.28
AR,Arunachal Pradesh,20,education,Urban,MRP,111.49
AS,Assam,20,education,Urban,MRP,133.38
BR,Bihar,20,education,Urban,MRP,119.77
CT,Chhattisgarh,20,education,Urban,MRP,114.14
DL,NCT of Delhi,20,education,Urban,MRP,250.66
AP,Andhra Pradesh,21,medical (institutional),Urban,MRP,40.75
AR,Arunachal Pradesh,21,medical (institutional),Urban,MRP,32.75
AS,Assam,21,medical (institutional),Urban,MRP,20.75
BR,Bihar,21,medical (institutional),Urban,MRP,13.02
CT,Chhattisgarh,21,medical (institutional),Urban,MRP,24.31
DL,NCT of Delhi,21,medical (institutional),Urban,MRP,36.39
AP,Andhra Pradesh,22,medical (non-institutional),Urban,MRP,109.77
AR,Arunachal Pradesh,22,medical (non-institutional),Urban,MRP,67.88
AS,Assam,22,medical (non-institutional),Urban,MRP,61.94
BR,Bihar,22,medical (non-institutional),Urban,MRP,52.84
CT,Chhattisgarh,22,medical (non-institutional),Urban,MRP,64.83
DL,NCT of Delhi,22,medical (non-institutional),Urban,MRP,86.7
AP,Andhra Pradesh,23,entertainment,Urban,MRP,50.71
AR,Arunachal Pradesh,23,entertainment,Urban,MRP,60.07
AS,Assam,23,entertainment,Urban,MRP,44.81
BR,Bihar,23,entertainment,Urban,MRP,15.85
CT,Chhattisgarh,23,entertainment,Urban,MRP,38.39
DL,NCT of Delhi,23,entertainment,Urban,MRP,57.41
AP,Andhra Pradesh,24,minor durable-type goods,Urban,MRP,6.06
AR,Arunachal Pradesh,24,minor durable-type goods,Urban,MRP,18.68
AS,Assam,24,minor durable-type goods,Urban,MRP,9.34
BR,Bihar,24,minor durable-type goods,Urban,MRP,5.7
CT,Chhattisgarh,24,minor durable-type goods,Urban,MRP,8.77
DL,NCT of Delhi,24,minor durable-type goods,Urban,MRP,10.48
AP,Andhra Pradesh,25,toilet articles,Urban,MRP,65.02
AR,Arunachal Pradesh,25,toilet articles,Urban,MRP,76.26
AS,Assam,25,toilet articles,Urban,MRP,50.14
BR,Bihar,25,toilet articles,Urban,MRP,29.59
CT,Chhattisgarh,25,toilet articles,Urban,MRP,51.84
DL,NCT of Delhi,25,toilet articles,Urban,MRP,67.54
AP,Andhra Pradesh,26,other household consumables,Urban,MRP,53.01
AR,Arunachal Pradesh,26,other household consumables,Urban,MRP,38.39
AS,Assam,26,other household consumables,Urban,MRP,32.76
BR,Bihar,26,other household consumables,Urban,MRP,26.77
CT,Chhattisgarh,26,other household consumables,Urban,MRP,41.46
DL,NCT of Delhi,26,other household consumables,Urban,MRP,58.86
AP,Andhra Pradesh,27,consum. services excl. conveyance,Urban,MRP,151.28
AR,Arunachal Pradesh,27,consum. services excl. conveyance,Urban,MRP,148.25
AS,Assam,27,consum. services excl. conveyance,Urban,MRP,121.38
BR,Bihar,27,consum. services excl. conveyance,Urban,MRP,66.36
CT,Chhattisgarh,27,consum. services excl. conveyance,Urban,MRP,102.81
DL,NCT of Delhi,27,consum. services excl. conveyance,Urban,MRP,281.2
AP,Andhra Pradesh,28,conveyance,Urban,MRP,176.91
AR,Arunachal Pradesh,28,conveyance,Urban,MRP,98.74
AS,Assam,28,conveyance,Urban,MRP,145.41
BR,Bihar,28,conveyance,Urban,MRP,48.88
CT,Chhattisgarh,28,conveyance,Urban,MRP,115.45
DL,NCT of Delhi,28,conveyance,Urban,MRP,302.01
AP,Andhra Pradesh,29,rent,Urban,MRP,265.33
AR,Arunachal Pradesh,29,rent,Urban,MRP,87.57
AS,Assam,29,rent,Urban,MRP,135.33
BR,Bihar,29,rent,Urban,MRP,52.79
CT,Chhattisgarh,29,rent,Urban,MRP,70.81
DL,NCT of Delhi,29,rent,Urban,MRP,214
AP,Andhra Pradesh,30,taxes & cesses,Urban,MRP,22.11
AR,Arunachal Pradesh,30,taxes & cesses,Urban,MRP,12.31
AS,Assam,30,taxes & cesses,Urban,MRP,10.46
BR,Bihar,30,taxes & cesses,Urban,MRP,1.71
CT,Chhattisgarh,30,taxes & cesses,Urban,MRP,16.16
DL,NCT of Delhi,30,taxes & cesses,Urban,MRP,55.28
AP,Andhra Pradesh,31,durable goods,Urban,MRP,97.74
AR,Arunachal Pradesh,31,durable goods,Urban,MRP,186.68
AS,Assam,31,durable goods,Urban,MRP,105.48
BR,Bihar,31,durable goods,Urban,MRP,60.8
CT,Chhattisgarh,31,durable goods,Urban,MRP,111.4
DL,NCT of Delhi,31,durable goods,Urban,MRP,94.16
AP,Andhra Pradesh,32,non-food: total (16-31),Urban,MRP,1620.27
AR,Arunachal Pradesh,32,non-food: total (16-31),Urban,MRP,1438.63
AS,Assam,32,non-food: total (16-31),Urban,MRP,1209.52
BR,Bihar,32,non-food: total (16-31),Urban,MRP,761.99
CT,Chhattisgarh,32,non-food: total (16-31),Urban,MRP,1110.68
DL,NCT of Delhi,32,non-food: total (16-31),Urban,MRP,2034.35
AP,Andhra Pradesh,33,total expenditure (15+32),Urban,MRP,2559.3
AR,Arunachal Pradesh,33,total expenditure (15+32),Urban,MRP,2241.63
AS,Assam,33,total expenditure (15+32),Urban,MRP,2090.18
BR,Bihar,33,total expenditure (15+32),Urban,MRP,1396.65
CT,Chhattisgarh,33,total expenditure (15+32),Urban,MRP,1776.21
DL,NCT of Delhi,33,total expenditure (15+32),Urban,MRP,3160.76
AP,Andhra Pradesh,34,cooked meals recd. free in workpl.*,Urban,MRP,3.69
AR,Arunachal Pradesh,34,cooked meals recd. free in workpl.*,Urban,MRP,1.47
AS,Assam,34,cooked meals recd. free in workpl.*,Urban,MRP,5.48
BR,Bihar,34,cooked meals recd. free in workpl.*,Urban,MRP,0.4
CT,Chhattisgarh,34,cooked meals recd. free in workpl.*,Urban,MRP,2.33
DL,NCT of Delhi,34,cooked meals recd. free in workpl.*,Urban,MRP,4.86
AP,Andhra Pradesh,35,cooked meals recd. as assistance *,Urban,MRP,8.78
AR,Arunachal Pradesh,35,cooked meals recd. as assistance *,Urban,MRP,0.3
AS,Assam,35,cooked meals recd. as assistance *,Urban,MRP,6.23
BR,Bihar,35,cooked meals recd. as assistance *,Urban,MRP,6.29
CT,Chhattisgarh,35,cooked meals recd. as assistance *,Urban,MRP,17.56
